Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
0.250,0.076,241.99,1.0,0,1,0
1.548,0.054,238.82,6.8,1,0,17
1.272,0.000,232.79,5.4,0,1,17
0.248,0.000,244.27,1.0,0,0,0
2.392,0.048,241.04,9.8,0,0,1
1.378,0.056,238.58,5.8,2,0,18
1.380,0.100,233.50,5.8,0,0,18
0.296,0.000,245.31,1.4,0,0,0
0.502,0.192,241.67,2.2,0,0,0
0.480,0.082,241.22,2.0,0,1,0
1.850,0.176,243.25,7.6,0,2,18
0.584,0.218,245.49,2.4,0,0,1
4.596,0.302,238.62,19.2,1,37,0
1.894,0.066,240.66,7.8,0,0,18
0.832,0.146,242.70,3.4,0,0,13
6.260,0.422,237.37,26.6,0,27,18
2.994,0.190,238.67,12.4,0,42,1
0.482,0.062,245.18,2.0,0,0,0
0.178,0.090,233.84,0.8,0,0,0
0.320,0.084,249.96,1.2,0,0,1
1.394,0.078,238.55,5.8,0,0,18
0.278,0.000,241.95,1.2,0,1,0
0.978,0.166,237.89,4.2,0,0,0
0.238,0.000,235.75,1.0,0,0,1
0.192,0.100,241.97,0.8,0,1,0
1.382,0.124,238.66,5.8,0,1,17
0.398,0.184,243.74,1.8,0,0,0
2.536,0.122,239.27,10.6,0,0,17
2.870,0.000,243.53,11.8,0,0,19
0.250,0.000,242.31,1.0,0,0,0
0.166,0.000,235.26,1.0,0,0,0
1.222,0.050,234.79,5.2,0,0,17
2.110,0.000,237.02,9.0,0,1,18
0.254,0.116,240.12,1.2,0,0,1
0.158,0.000,242.29,0.6,0,0,1
0.226,0.104,235.38,1.0,0,0,0
3.970,0.204,237.50,16.8,0,0,0
0.222,0.000,241.37,1.0,0,0,0
0.306,0.066,245.43,1.2,0,0,0
0.356,0.080,245.29,1.4,0,2,0
0.398,0.250,244.49,1.8,0,2,0
0.402,0.244,241.61,1.8,0,1,0
1.324,0.072,237.59,5.6,0,0,17
2.030,0.078,236.78,8.6,0,0,17
0.232,0.120,236.34,1.2,0,0,0
0.216,0.068,240.55,1.0,0,0,0
1.382,0.220,239.20,5.8,0,1,17
0.360,0.142,246.13,1.6,0,0,0
1.454,0.064,243.60,5.8,0,0,19
0.232,0.142,243.32,1.0,0,0,0
0.236,0.092,242.28,1.0,0,0,1
0.178,0.084,239.63,1.0,0,1,0
1.392,0.096,241.97,5.6,0,0,17
0.588,0.074,240.22,2.4,0,0,0
0.424,0.182,234.71,2.0,0,1,1
0.210,0.000,245.62,0.8,0,0,0
1.218,0.048,233.21,5.2,0,0,17
0.560,0.248,238.23,2.6,1,4,0
2.366,0.128,239.74,9.8,0,0,28
0.644,0.090,239.41,2.6,0,0,0
0.208,0.000,241.69,1.0,0,0,1
0.836,0.056,236.88,3.4,0,0,1
0.206,0.108,243.01,1.0,0,1,0
1.482,0.182,239.56,6.2,0,0,18
0.226,0.122,242.87,1.0,0,0,1
0.102,0.000,234.46,0.4,0,0,0
0.228,0.054,244.96,1.0,0,0,0
0.368,0.338,238.76,2.0,0,1,0
1.470,0.112,244.29,6.0,0,1,19
0.336,0.230,238.94,1.6,0,1,1
0.418,0.228,243.33,1.8,0,1,0
2.278,0.146,241.66,9.4,0,0,29
1.232,0.000,239.45,5.0,0,0,18
0.972,0.116,239.39,4.0,0,0,12
0.682,0.082,240.08,2.8,0,1,0
0.316,0.122,242.30,1.4,0,0,0
1.970,0.172,240.96,8.2,0,0,1
1.828,0.212,243.19,7.4,0,0,18
0.246,0.000,241.11,1.0,1,0,1
0.316,0.092,248.78,1.2,0,0,1
1.554,0.000,237.08,6.4,0,0,17
0.308,0.084,240.21,1.4,0,0,1
0.346,0.058,244.43,1.4,0,0,0
1.290,0.224,239.08,5.4,0,0,1
0.392,0.162,242.70,1.6,0,1,1
2.868,0.308,237.53,12.2,0,25,18
4.668,0.212,235.33,20.0,36,2,18
0.434,0.324,242.66,2.2,0,1,1
1.412,0.088,241.55,5.8,0,0,18
0.156,0.000,240.73,0.6,0,0,0
0.416,0.288,240.89,2.0,0,0,0
0.316,0.060,239.51,1.2,0,1,1
2.006,0.000,240.41,8.4,0,0,0
5.682,0.000,241.92,23.4,39,0,18
1.466,0.106,240.43,6.2,0,0,17
1.856,0.150,244.56,7.6,0,0,23
4.940,0.438,242.33,20.8,30,0,18
0.338,0.072,241.81,1.4,0,0,0
1.248,0.058,243.23,5.2,0,2,1
1.298,0.000,241.35,5.2,0,0,19
1.416,0.072,245.37,5.6,0,0,19
1.350,0.000,240.92,5.6,0,0,17
1.370,0.064,242.73,5.6,0,0,18
0.290,0.052,235.46,1.2,0,0,0
2.458,0.000,234.52,10.4,0,0,17
0.418,0.120,243.83,1.8,0,0,0
2.092,0.274,239.12,9.0,0,1,7
0.354,0.058,246.16,1.4,0,0,0
0.250,0.138,240.86,1.2,0,0,1
0.246,0.136,241.77,1.2,0,0,1
4.660,0.000,235.42,20.2,25,0,17
1.294,0.046,238.96,5.4,0,0,18
2.344,0.084,238.42,9.8,0,0,17
0.372,0.244,242.08,1.8,1,1,0
0.268,0.078,241.02,1.2,0,0,0
0.406,0.220,241.32,1.8,0,2,0
0.270,0.050,244.43,1.2,0,0,0
3.638,0.626,241.77,15.4,1,0,19
4.854,0.384,232.05,21.4,17,36,0
1.506,0.170,239.53,6.2,0,0,18
1.370,0.182,247.32,7.0,0,0,0
0.390,0.202,242.64,1.8,0,0,0
0.986,0.390,249.57,4.2,0,2,10
2.012,0.110,242.09,8.2,0,0,18
2.558,0.146,232.21,11.0,0,1,17
0.284,0.074,243.10,1.2,0,0,1
3.480,0.292,234.65,14.8,0,36,12
1.382,0.000,243.15,5.6,0,0,19
1.824,0.068,241.00,7.6,0,1,18
0.276,0.000,243.88,1.2,0,0,0
1.300,0.098,237.14,5.4,0,0,18
0.324,0.204,241.21,1.6,0,1,0
2.482,0.362,236.56,10.6,0,5,17
0.416,0.246,246.29,1.8,0,2,0
1.624,0.000,238.98,6.8,0,0,19
0.586,0.310,240.71,2.8,0,1,1
1.472,0.104,237.99,6.2,1,0,18
0.936,0.090,240.57,4.0,0,0,0
0.330,0.266,242.59,1.6,0,1,1
1.454,0.102,239.02,6.0,0,0,18
0.332,0.000,245.12,1.4,0,0,0
0.268,0.000,240.18,1.0,0,0,1
0.212,0.000,240.41,0.8,0,0,0
1.660,0.056,239.73,6.8,0,0,1
3.626,0.000,236.17,15.2,38,1,17
1.246,0.098,237.12,5.2,0,2,17
0.132,0.000,241.30,0.6,0,0,0
0.886,0.068,239.44,3.6,0,0,12
0.246,0.066,238.18,1.0,0,0,1
3.332,0.364,236.90,14.2,0,18,29
1.556,0.100,239.59,6.4,0,0,17
0.186,0.060,240.33,0.8,0,0,0
0.224,0.000,248.16,0.8,0,0,0
2.054,0.202,242.57,8.6,0,0,18
0.216,0.000,240.58,0.8,0,0,0
1.626,0.170,239.03,6.8,0,0,17
1.774,0.126,237.49,7.4,0,2,17
1.646,0.050,246.29,6.6,0,0,19
0.234,0.126,240.49,1.0,0,0,0
0.900,0.268,240.18,3.8,0,0,11
0.534,0.256,240.48,2.4,0,0,1
0.378,0.214,241.59,1.8,0,0,0
1.554,0.316,240.18,6.6,0,1,18
1.584,0.314,241.03,6.6,0,1,18
0.496,0.322,241.51,2.4,0,1,1
2.018,0.276,240.40,8.4,0,0,29
0.358,0.088,242.36,1.4,0,0,0
0.350,0.106,241.35,1.4,0,1,1
2.818,0.106,233.98,12.0,0,35,0
0.844,0.218,241.68,3.6,0,2,1
1.630,0.000,241.81,6.6,0,0,19
0.220,0.052,245.87,1.0,0,0,0
0.080,0.000,239.42,0.2,0,0,0
1.420,0.000,244.92,5.8,0,0,18
0.254,0.000,240.75,1.0,0,0,0
0.274,0.000,245.23,1.2,0,0,0
2.106,0.296,239.28,8.8,1,2,18
0.288,0.076,242.88,1.2,0,0,1
1.800,0.066,240.27,7.4,0,0,18
0.206,0.052,242.30,0.8,0,0,0
0.508,0.088,239.96,2.6,0,0,8
0.320,0.116,246.86,1.4,0,0,0
1.164,0.000,236.19,4.8,0,0,18
0.322,0.048,243.20,1.4,0,0,0
0.324,0.266,242.20,1.6,0,1,1
0.672,0.134,238.31,3.0,0,0,1
1.452,0.098,239.01,6.0,0,0,18
1.724,0.000,242.82,7.0,0,0,18
0.318,0.208,239.61,1.6,0,0,1
1.394,0.048,239.00,5.8,2,0,17
1.934,0.368,234.48,8.4,0,0,17
0.926,0.098,240.44,4.0,0,0,0
4.508,0.110,235.01,19.2,1,0,0
0.230,0.000,243.20,1.0,0,0,0
2.948,0.304,238.64,12.4,0,1,17
2.274,0.370,237.66,9.6,0,0,29
0.284,0.236,240.55,1.4,0,0,0
0.498,0.120,242.14,2.2,0,0,0
0.364,0.110,242.88,1.6,0,0,0
1.304,0.000,242.58,5.4,0,0,18
0.314,0.000,240.06,1.4,0,0,0
0.198,0.000,241.68,0.8,0,0,1
1.764,0.300,235.21,7.6,1,0,17
1.444,0.090,241.42,6.0,0,0,17
1.378,0.110,239.75,5.8,0,0,18
1.458,0.100,244.37,6.0,0,0,19
1.656,0.000,240.72,6.8,1,0,18
1.352,0.000,233.85,5.8,0,0,18
0.328,0.220,239.97,1.6,0,0,0
1.528,0.046,242.40,6.4,0,0,18
0.292,0.078,237.60,1.2,0,0,0
0.948,0.356,238.77,4.2,0,1,12
0.344,0.092,241.24,1.4,0,0,1
0.396,0.128,242.00,1.8,0,2,1
0.410,0.368,242.44,2.2,0,2,1
1.032,0.000,241.20,4.2,0,0,0
1.342,0.098,241.57,5.6,0,1,18
0.692,0.000,242.11,2.8,0,0,0
0.298,0.062,240.46,1.2,0,0,1
0.326,0.126,243.62,1.4,0,1,0
1.474,0.180,237.85,6.2,0,1,0
2.036,0.094,234.87,8.6,0,0,0
1.658,0.100,236.85,7.0,1,0,0
4.574,0.446,241.08,19.0,0,1,18
0.750,0.060,240.75,3.0,0,0,1
0.386,0.114,243.28,1.6,0,0,0
0.416,0.216,246.00,1.8,0,1,1
0.316,0.100,246.81,1.4,0,0,0
0.210,0.158,241.72,1.0,0,0,0
2.268,0.152,240.79,9.4,0,0,0
1.700,0.266,238.38,7.2,0,2,18
0.196,0.084,232.39,0.8,0,1,0
0.164,0.000,244.56,0.8,0,0,1
0.532,0.234,241.73,2.4,0,0,1
1.690,0.000,244.89,6.8,0,0,19
2.328,0.090,242.62,9.6,0,0,18
1.510,0.416,238.60,6.6,0,0,12
1.352,0.000,238.53,5.6,0,0,0
0.482,0.200,238.10,2.2,0,1,1
0.080,0.000,239.37,0.2,0,0,1
0.244,0.110,241.19,1.0,0,2,1
0.250,0.128,240.32,1.2,0,0,1
0.268,0.106,243.15,1.2,0,0,0
1.492,0.064,240.66,6.2,0,0,1
1.150,0.000,236.10,4.8,0,0,17
0.828,0.190,236.20,3.6,0,1,0
0.814,0.000,239.20,3.4,0,0,0
0.162,0.104,240.83,0.8,0,1,0
0.104,0.000,238.56,0.4,0,0,0
0.414,0.240,242.79,1.8,0,1,1
0.294,0.102,239.97,1.2,0,1,0
4.786,0.188,235.27,20.8,0,33,17
0.282,0.116,240.87,1.2,0,0,0
0.594,0.298,243.54,2.8,0,0,1
0.234,0.136,241.66,1.0,0,0,1
1.590,0.264,243.09,6.6,0,1,18
2.502,0.000,240.74,10.4,0,0,19
0.408,0.200,241.14,1.8,0,0,0
0.658,0.056,238.53,2.8,1,0,0
2.346,0.146,236.60,9.8,0,0,0
0.898,0.330,240.35,4.0,0,0,12
4.982,0.000,236.12,21.0,38,0,17
1.078,0.118,238.12,4.6,0,0,0
1.700,0.076,241.96,7.0,0,0,19
0.236,0.140,241.88,1.2,0,0,0
2.248,0.260,239.97,9.4,0,0,17
1.098,0.084,239.28,6.2,13,2,1
0.222,0.000,244.95,1.0,0,0,0
0.270,0.090,239.06,1.2,0,0,0
0.314,0.000,242.40,1.2,0,0,0
0.358,0.358,241.23,2.0,0,2,0
0.176,0.148,239.84,0.8,0,0,1
0.156,0.000,241.74,0.6,0,0,1
0.146,0.056,240.42,0.6,0,0,1
1.392,0.228,242.14,5.8,0,1,19
0.558,0.350,231.74,2.8,1,0,0
0.360,0.078,241.18,1.6,0,0,1
0.224,0.000,244.42,1.0,0,0,0
0.262,0.160,245.67,1.2,0,0,0
0.286,0.060,247.22,1.2,0,0,0
0.350,0.102,246.48,1.4,0,0,0
0.226,0.118,243.49,1.0,0,0,1
0.286,0.078,245.50,1.2,0,0,0
0.498,0.156,243.45,2.0,0,0,0
0.824,0.344,244.19,3.6,0,0,0
0.194,0.000,242.44,1.0,0,0,1
0.330,0.170,245.84,1.4,0,0,0
0.240,0.000,245.02,1.0,0,0,0
0.328,0.046,242.12,1.4,0,0,1
0.424,0.364,243.53,2.2,0,1,1
0.300,0.114,244.33,1.4,0,0,1
0.328,0.116,243.96,1.4,0,1,0
0.904,0.212,241.96,3.8,0,0,0
2.138,0.202,239.67,9.0,0,0,1
2.262,0.084,239.42,9.4,0,0,17
1.414,0.224,240.31,5.8,0,2,18
0.380,0.338,240.56,2.0,0,1,1
0.380,0.000,245.13,1.6,0,0,0
0.406,0.132,245.52,1.8,0,0,0
1.450,0.074,237.65,6.2,0,0,17
1.250,0.090,236.22,5.2,0,0,17
1.390,0.224,242.82,5.8,0,0,18
0.222,0.000,238.26,1.0,0,0,0
0.176,0.000,241.58,0.8,0,0,1
0.704,0.098,242.19,2.8,0,0,0
0.160,0.000,240.45,0.6,0,0,0
1.058,0.066,242.54,4.4,0,0,0
0.424,0.218,240.20,2.0,0,1,0
1.594,0.000,239.87,6.6,0,0,18
0.474,0.062,242.84,2.2,0,0,0
0.406,0.212,241.21,1.8,0,2,1
0.310,0.202,240.73,1.6,0,2,0
0.296,0.080,244.15,1.2,0,2,0
1.914,0.000,240.29,8.0,0,0,18
0.448,0.000,244.81,2.2,0,0,0
1.360,0.088,239.39,5.6,0,0,0
0.198,0.082,242.35,0.8,0,0,1
0.198,0.000,238.00,0.8,0,0,0
0.342,0.184,232.66,1.6,0,0,0
2.748,0.424,240.67,11.6,1,1,29
2.910,0.484,239.15,12.4,0,0,19
0.318,0.082,242.06,1.4,0,0,0
1.306,0.000,241.98,5.4,0,0,18
1.278,0.076,233.70,5.4,0,0,16
0.336,0.088,249.21,1.4,0,0,0
1.470,0.070,240.64,6.0,0,0,17
0.370,0.000,245.38,1.8,0,0,0
1.306,0.058,242.07,5.4,0,0,18
0.280,0.000,249.77,1.2,0,0,0
1.362,0.072,243.77,5.6,0,0,19
1.476,0.084,244.20,6.0,0,0,19
0.248,0.000,245.73,1.0,0,0,1
0.404,0.206,243.21,2.0,0,0,0
0.322,0.106,243.18,1.4,0,1,1
0.210,0.000,245.13,0.8,0,0,0
0.278,0.000,242.10,1.2,0,1,0
1.924,0.430,235.59,8.4,0,2,18
1.426,0.222,236.62,6.0,0,18,1
4.026,0.102,243.09,16.6,0,33,18
3.168,0.246,245.10,13.0,0,25,18
2.120,0.000,240.95,8.8,0,0,17
0.306,0.090,244.55,1.2,0,1,0
3.210,0.304,235.21,13.8,0,0,17
1.396,0.070,241.46,5.8,0,0,17
0.740,0.000,243.15,3.2,0,0,0
1.290,0.000,243.26,5.2,0,0,0
0.264,0.000,242.19,1.0,0,0,0
1.382,0.092,236.02,5.8,0,0,18
0.236,0.136,241.67,1.0,0,0,1
1.356,0.112,239.76,5.6,0,2,19
0.216,0.000,244.47,1.0,0,0,0
1.460,0.000,242.33,7.6,0,0,0
0.426,0.372,240.14,2.4,0,1,1
0.354,0.074,242.13,1.4,0,2,1
0.222,0.000,242.85,1.0,0,0,0
0.314,0.102,245.96,1.2,0,1,1
1.824,0.088,237.86,7.6,0,1,17
2.448,0.134,233.46,10.4,0,0,17
0.324,0.102,241.41,1.4,0,1,0
1.360,0.104,235.42,5.8,0,0,0
1.304,0.056,243.12,5.2,0,0,18
1.458,0.130,245.94,5.8,0,2,18
4.124,0.288,235.84,17.4,0,0,17
0.228,0.000,244.58,1.0,0,0,0
1.208,0.000,239.25,5.0,0,0,19
1.742,0.160,245.68,7.0,0,0,19
1.432,0.092,239.40,6.0,0,0,18
1.666,0.338,234.83,7.2,0,4,17
0.434,0.106,246.30,1.8,0,0,0
2.062,0.374,238.15,8.8,0,1,30
0.292,0.100,243.15,1.2,0,2,0
1.870,0.546,240.55,8.0,0,0,1
0.082,0.000,242.15,0.2,0,0,1
0.288,0.000,240.70,1.2,0,0,1
1.510,0.062,235.07,6.4,0,2,18
0.372,0.328,238.42,2.0,0,2,0
0.340,0.118,244.98,1.4,0,0,1
4.670,0.344,236.17,19.8,36,1,18
1.568,0.210,239.31,6.6,0,1,19
0.108,0.000,241.48,0.4,0,0,0
1.312,0.118,240.68,5.4,0,0,19
0.448,0.212,243.50,2.0,0,0,0
0.242,0.000,246.00,1.0,0,0,1
1.488,0.088,248.90,6.0,0,1,20
0.368,0.274,242.66,1.8,0,2,1
4.240,0.328,235.06,18.0,0,2,17
1.330,0.000,235.03,5.6,0,0,17
0.184,0.112,239.39,0.8,0,2,0
1.788,0.276,234.67,8.6,0,13,0
0.674,0.152,241.46,2.8,0,0,1
0.578,0.100,240.53,2.6,0,0,1
2.716,0.000,235.67,11.4,0,0,18
0.376,0.212,242.75,1.8,0,2,0
2.982,0.312,238.00,12.6,1,1,17
1.662,0.094,241.07,6.8,0,0,19
0.438,0.072,235.84,2.0,0,0,1
1.360,0.084,237.57,5.6,0,0,18
0.332,0.000,242.12,1.6,0,0,0
1.692,0.228,241.76,7.0,0,2,18
1.490,0.204,242.73,6.2,0,0,18
0.986,0.054,245.17,4.0,0,2,0
0.324,0.122,247.58,1.4,0,2,1
1.410,0.104,242.91,5.8,0,0,18
0.504,0.222,240.29,2.2,0,0,0
1.304,0.000,240.38,5.4,0,0,19
1.270,0.076,237.32,5.4,0,0,17
0.350,0.144,245.76,1.6,0,1,1
0.834,0.046,236.88,3.4,0,0,0
1.644,0.096,240.14,6.8,0,0,18
1.602,0.214,243.12,6.6,0,0,19
0.224,0.000,243.53,1.0,0,0,0
1.562,0.184,239.51,6.6,0,2,18
1.560,0.294,240.65,7.2,0,0,1
1.340,0.126,236.06,5.6,1,0,17
0.212,0.000,240.07,0.8,0,0,0
1.522,0.092,242.96,6.2,0,1,19
0.954,0.138,239.37,4.0,0,0,0
0.290,0.048,242.99,1.4,0,0,1
0.330,0.112,232.84,1.4,0,0,0
1.806,0.138,241.60,7.4,0,0,18
0.338,0.114,243.69,1.6,0,0,0
0.178,0.000,244.79,0.8,0,0,0
0.424,0.240,243.55,2.0,0,1,1
1.224,0.054,239.65,5.0,0,0,0
1.886,0.138,238.65,7.8,0,0,18
2.394,0.096,237.30,10.0,0,0,18
1.566,0.056,241.70,6.4,0,2,18
1.370,0.052,240.84,5.6,0,0,18
0.202,0.100,240.62,0.8,0,0,0
2.548,0.000,235.64,10.8,0,0,18
1.664,0.194,236.97,7.0,1,1,17
0.298,0.072,245.90,1.2,0,0,0
0.582,0.220,244.97,2.4,0,2,0
0.296,0.062,241.30,1.2,0,0,0
0.196,0.000,242.94,0.8,0,0,1
0.156,0.124,241.20,0.8,0,0,1
0.390,0.226,238.37,1.8,0,1,0
1.440,0.124,235.58,6.2,0,0,0
2.606,0.408,234.87,11.2,1,5,17
0.688,0.108,240.96,2.8,0,0,0
0.178,0.100,237.30,0.8,0,0,0
1.788,0.000,233.29,8.2,7,1,17
0.454,0.126,240.85,2.2,0,0,1
0.414,0.208,242.63,1.8,0,0,0
0.308,0.086,243.35,1.2,0,0,0
0.436,0.264,244.40,2.0,0,1,1
0.528,0.340,244.82,2.6,0,1,0
2.194,0.308,239.92,9.2,0,1,18
0.372,0.178,241.21,1.6,0,1,1
0.244,0.000,241.55,1.0,0,0,0
3.026,0.062,237.74,12.6,1,37,0
2.490,0.194,241.14,10.2,0,17,18
0.452,0.248,242.91,2.0,0,2,1
0.564,0.328,243.97,2.6,0,1,0
1.706,0.322,238.99,7.4,0,1,18
1.872,0.090,239.73,7.8,0,1,0
0.208,0.108,242.42,1.0,0,0,1
0.360,0.120,242.66,1.6,0,0,0
0.520,0.058,239.59,2.2,0,0,0
2.930,0.260,235.31,12.6,0,0,1
1.916,0.000,242.45,7.8,0,0,19
0.230,0.168,245.14,1.2,0,0,0
3.842,0.106,243.21,15.8,39,0,19
1.346,0.098,240.17,5.6,0,0,18
0.330,0.110,237.46,1.4,0,0,1
0.218,0.000,235.34,1.0,0,0,0
1.288,0.000,240.65,5.2,0,0,18
1.408,0.078,243.31,5.8,0,0,18
0.564,0.000,242.04,2.4,0,0,0
0.222,0.110,242.17,1.0,0,0,0
0.448,0.000,244.07,1.8,0,0,1
0.390,0.188,241.62,1.8,0,2,1
0.454,0.142,241.95,2.2,0,0,1
1.934,0.208,237.52,8.2,0,0,29
0.346,0.098,241.24,1.4,0,0,0
0.226,0.000,244.03,1.0,0,0,0
1.980,0.110,241.14,8.2,0,2,0
2.148,0.222,241.77,8.8,0,1,19
1.506,0.086,243.23,6.2,0,0,19
0.894,0.258,241.21,4.0,0,1,0
0.356,0.194,243.95,1.6,0,1,0
1.348,0.072,239.87,5.6,0,0,18
0.206,0.000,242.30,0.8,0,0,0
1.970,0.000,236.41,8.2,0,0,17
3.600,0.186,240.29,15.0,38,1,1
1.202,0.000,239.90,5.0,0,0,18
1.282,0.048,238.94,5.2,0,0,18
0.348,0.134,239.86,1.6,0,2,1
1.396,0.126,240.42,5.8,0,0,18
0.408,0.090,246.50,1.6,0,2,0
0.408,0.206,242.42,1.8,0,0,0
0.132,0.000,243.06,0.6,0,0,0
1.474,0.150,241.07,6.0,0,0,1
0.400,0.156,236.59,1.8,0,0,1
1.220,0.106,235.45,5.2,0,0,17
0.280,0.000,241.53,1.2,0,0,1
0.300,0.206,242.48,1.4,0,1,1
0.508,0.086,244.36,2.2,1,0,0
1.424,0.000,241.87,5.8,1,0,18
0.254,0.000,248.93,1.0,0,0,0
0.376,0.202,240.21,1.8,0,2,0
0.262,0.102,243.24,1.2,0,2,1
0.304,0.064,241.92,1.2,0,0,0
0.198,0.090,238.14,0.8,0,1,0
0.280,0.122,240.77,1.2,0,1,1
1.376,0.000,237.62,5.8,0,0,18
0.286,0.066,242.38,1.2,0,0,1
0.238,0.096,238.32,1.0,0,2,1
1.346,0.080,239.59,5.6,0,0,18
0.396,0.108,232.43,1.8,0,0,0
0.438,0.198,241.49,2.0,0,2,1
0.334,0.240,242.16,1.6,0,1,0
0.194,0.000,242.56,0.8,0,0,0
0.336,0.088,241.74,1.4,0,0,1
0.398,0.194,246.69,1.8,0,0,0
1.504,0.344,242.29,6.4,1,2,1
0.496,0.224,244.14,2.2,0,1,0
1.532,0.194,241.41,6.4,1,0,17
0.316,0.118,241.38,1.4,0,1,0
0.222,0.000,242.98,1.0,0,0,0
0.282,0.206,241.44,1.4,0,0,0
0.354,0.060,246.76,1.4,0,0,0
0.570,0.156,242.89,2.6,0,0,5
0.206,0.102,240.93,1.0,0,0,1
0.248,0.000,242.11,1.0,0,0,1
2.360,0.300,239.42,10.0,1,16,18
0.418,0.322,245.10,2.2,0,1,0
0.380,0.058,246.18,1.6,0,0,0
1.472,0.068,239.37,6.0,0,0,18
0.400,0.182,242.93,1.8,0,1,1
0.200,0.000,238.84,0.8,0,0,0
0.222,0.136,242.97,1.0,0,2,1
0.224,0.000,240.80,0.8,0,0,1
0.498,0.256,233.53,2.4,0,2,0
1.174,0.132,241.66,5.0,0,0,0
3.186,0.058,238.00,13.4,0,1,18
1.500,0.162,241.11,6.2,0,1,18
1.958,0.078,238.91,8.2,0,0,0
0.464,0.000,242.48,2.2,0,0,0
1.414,0.000,233.15,6.0,0,0,17
0.834,0.070,239.02,3.6,0,0,1
0.270,0.000,239.56,1.2,0,0,0
0.302,0.106,241.85,1.2,0,0,0
1.358,0.000,242.62,5.6,0,0,19
1.202,0.000,239.09,5.0,0,0,18
3.718,0.310,241.75,15.4,0,0,0
2.386,0.252,239.81,10.2,0,0,18
0.260,0.148,241.74,1.2,0,0,0
1.330,0.052,238.10,5.6,0,0,18
0.308,0.092,242.78,1.2,0,0,0
0.322,0.100,239.63,1.4,0,0,0
3.334,0.000,236.25,14.0,37,0,18
1.470,0.196,239.97,6.0,0,2,18
1.138,0.502,241.53,5.2,0,1,12
0.204,0.000,249.56,0.8,0,0,0
1.862,0.306,236.60,8.0,0,2,17
0.248,0.118,242.78,1.0,0,0,1
1.224,0.000,238.20,5.2,0,0,17
0.326,0.000,243.10,1.4,0,0,0
0.850,0.000,241.50,3.6,0,2,0
0.326,0.086,242.78,1.4,0,1,1
3.290,0.246,237.09,13.8,2,0,17
0.346,0.102,241.04,1.6,0,0,1
1.352,0.000,243.87,5.4,0,0,19
0.230,0.000,244.40,0.8,0,0,1
1.422,0.218,239.20,6.0,0,0,18
0.302,0.078,244.23,1.2,0,0,0
1.762,0.082,243.08,7.2,0,0,19
1.672,0.052,241.89,6.8,0,2,1
0.432,0.178,240.28,1.8,0,1,0
2.190,0.000,237.91,9.2,0,2,17
0.230,0.104,240.15,1.0,0,1,0
0.430,0.268,241.01,2.0,0,1,0
1.284,0.082,241.25,5.2,0,0,18
1.886,0.342,243.84,7.8,1,1,18
0.230,0.000,241.10,1.0,0,0,0
0.552,0.000,246.17,2.4,0,0,0
3.154,0.108,239.39,13.2,0,0,0
0.344,0.218,243.90,1.6,0,0,0
3.692,0.208,237.74,15.4,0,2,0
0.406,0.180,241.70,1.8,0,1,1
0.204,0.104,242.37,0.8,0,0,1
0.258,0.122,241.31,1.2,0,0,1
0.326,0.120,245.96,1.4,0,0,0
0.192,0.000,243.38,0.8,0,0,1
3.638,0.000,238.78,15.6,0,19,0
0.216,0.000,246.95,0.8,0,0,0
0.366,0.106,248.20,1.4,0,0,1
1.340,0.000,232.87,5.6,0,0,17
3.486,0.416,239.67,14.6,1,0,17
0.458,0.258,245.45,2.0,0,2,0
0.406,0.182,242.42,1.8,0,0,1
0.232,0.000,244.12,1.0,0,0,0
1.678,0.122,240.13,7.0,0,0,17
4.544,0.536,233.39,19.6,38,1,17
0.328,0.114,242.89,1.4,0,0,0
1.284,0.000,241.12,5.2,0,0,18
0.170,0.000,242.73,0.8,0,0,0
0.928,0.322,240.59,4.2,0,0,8
2.644,0.234,234.25,11.2,37,0,0
0.204,0.000,242.54,0.8,0,0,0
1.498,0.182,241.33,6.2,0,0,18
0.360,0.240,241.24,1.8,0,1,1
2.424,0.470,236.06,10.4,2,1,18
0.184,0.000,244.18,0.8,0,0,1
1.332,0.404,241.00,5.8,0,0,1
1.368,0.000,238.85,5.6,0,0,19
1.392,0.000,239.05,5.8,0,0,18
1.518,0.196,237.65,6.4,0,1,17
3.024,0.060,237.81,12.8,0,1,18
0.296,0.056,241.44,1.2,0,0,0
0.448,0.090,248.41,2.0,0,0,0
3.980,0.158,240.62,16.4,0,37,0
1.786,0.102,242.59,7.2,0,0,19
0.978,0.216,238.92,4.4,0,2,0
2.504,0.100,235.40,10.6,0,0,18
1.466,0.120,245.15,6.0,0,0,19
0.350,0.082,241.49,1.4,0,0,0
2.688,0.390,236.96,11.4,0,21,18
0.232,0.000,240.90,1.0,0,0,0
4.516,0.000,239.88,18.8,0,0,18
0.376,0.000,249.42,1.8,0,0,0
0.432,0.104,240.23,2.0,0,0,1
0.196,0.000,243.73,0.8,0,0,1
0.444,0.256,245.38,2.0,0,1,1
0.220,0.000,242.31,1.0,0,0,0
1.374,0.078,238.49,5.8,0,0,17
0.344,0.114,241.64,1.4,0,0,1
0.238,0.090,238.91,1.0,0,0,1
0.174,0.088,233.49,0.8,0,0,0
0.262,0.046,247.40,1.0,0,0,1
0.250,0.114,239.62,1.2,0,0,1
1.570,0.176,241.65,6.4,0,0,1
