Date,Start_Hour,End_Hour,Source,Production
4/6/2024,19,20,Wind,9373
6/29/2023,18,19,Wind,5521
8/15/2024,18,19,Wind,7024
11/28/2022,9,10,Wind,4243
4/6/2023,20,21,Wind,4787
7/18/2020,3,4,Wind,1247
8/29/2025,22,23,Wind,6869
10/2/2021,13,14,Wind,14560
9/10/2024,12,13,Wind,15628
4/25/2024,5,6,Wind,979
7/1/2024,17,18,Wind,9112
8/26/2021,16,17,Wind,8285
7/20/2021,21,22,Wind,2494
3/13/2022,13,14,Wind,10644
7/31/2025,3,4,Wind,2302
11/10/2023,21,22,Wind,13041
11/12/2021,2,3,Wind,986
6/22/2023,20,21,Wind,4764
2/9/2020,17,18,Wind,12562
2/4/2022,8,9,Wind,7789
3/13/2022,19,20,Wind,6035
11/29/2021,13,14,Wind,4645
1/31/2022,13,14,Wind,16684
9/30/2022,2,3,Wind,1081
8/23/2023,13,14,Solar,6918
6/18/2023,13,14,Solar,7538
5/2/2022,23,0,Wind,5617
5/6/2022,4,5,Wind,3304
12/13/2024,2,3,Wind,3053
8/17/2020,21,22,Wind,1279
1/4/2025,17,18,Wind,8217
6/1/2021,4,5,Wind,5295
9/11/2020,17,18,Solar,2324
1/8/2024,16,17,Wind,8044
1/1/2021,14,15,Solar,1705
5/21/2020,10,11,Solar,3264
1/7/2022,10,11,Wind,10457
4/18/2021,18,19,Wind,3267
1/6/2025,20,21,Wind,15812
12/3/2022,22,23,Wind,4021
3/21/2022,14,15,Solar,7854
9/15/2024,15,16,Solar,10118
5/2/2022,21,22,Wind,4633
6/17/2025,8,9,Solar,4343
4/4/2023,0,1,Wind,8402
7/22/2020,4,5,Wind,4458
6/8/2020,12,13,Solar,4714
2/5/2022,15,16,Wind,9590
9/3/2024,7,8,Wind,725
8/17/2023,3,4,Wind,2222
4/1/2022,10,11,Wind,12482
12/11/2022,22,23,Wind,1569
9/17/2022,0,1,Wind,5622
5/6/2024,16,17,Wind,9142
3/21/2020,12,13,Wind,11035
4/19/2025,11,12,Wind,9305
9/19/2023,22,23,Wind,6638
9/3/2023,15,16,Solar,8881
7/5/2021,8,9,Wind,3883
10/8/2022,19,20,Wind,1062
4/28/2020,11,12,Wind,8477
4/9/2024,7,8,Wind,14257
1/22/2025,2,3,Wind,7217
2/11/2025,21,22,Wind,2817
3/28/2020,6,7,Wind,2218
7/9/2024,15,16,Solar,10826
2/8/2025,16,17,Wind,4480
9/14/2020,0,1,Wind,2990
7/8/2025,17,18,Solar,10947
2/28/2024,20,21,Wind,5811
10/8/2023,20,21,Wind,521
3/20/2024,2,3,Wind,2389
9/8/2021,8,9,Wind,5372
5/27/2021,2,3,Wind,1644
8/26/2020,20,21,Wind,2954
10/10/2023,6,7,Wind,945
12/15/2023,16,17,Wind,1958
4/13/2025,20,21,Wind,1701
11/28/2024,21,22,Wind,4044
8/10/2020,9,10,Solar,2096
4/18/2022,21,22,Wind,2766
1/17/2022,13,14,Solar,3675
4/15/2025,5,6,Wind,5877
3/23/2021,11,12,Solar,5128
9/13/2025,0,1,Wind,6235
7/2/2025,14,15,Solar,11724
7/30/2020,6,7,Wind,2373
5/11/2022,0,1,Wind,2910
12/13/2020,19,20,Wind,9712
3/12/2023,19,20,Wind,10462
6/8/2021,20,21,Wind,1444
12/8/2020,0,1,Wind,3424
6/3/2023,22,23,Wind,6956
5/7/2023,1,2,Wind,2074
1/14/2021,11,12,Wind,9276
6/27/2021,8,9,Wind,2326
4/23/2025,2,3,Wind,5483
6/9/2023,20,21,Wind,2641
5/2/2022,18,19,Wind,4161
10/4/2023,14,15,Solar,7421
8/22/2022,9,10,Solar,3035
5/18/2025,1,2,Wind,3660
1/6/2023,8,9,Wind,7276
4/17/2025,15,16,Solar,8066
4/1/2024,17,18,Wind,12166
6/6/2022,16,17,Solar,6803
6/18/2021,6,7,Wind,3428
1/19/2022,11,12,Wind,3817
1/5/2025,10,11,Wind,19056
1/2/2021,13,14,Wind,2606
1/23/2023,9,10,Wind,5593
9/25/2021,9,10,Wind,2617
10/3/2024,10,11,Wind,9919
11/12/2022,6,7,Wind,3706
11/19/2020,1,2,Wind,7757
10/9/2020,12,13,Wind,4752
7/16/2021,13,14,Wind,7364
11/19/2025,19,20,Wind,13400
12/6/2021,20,21,Wind,10689
8/28/2021,18,19,Wind,7363
3/28/2021,0,1,Wind,2875
11/1/2020,4,5,Wind,6231
7/9/2021,5,6,Wind,1024
3/12/2021,15,16,Wind,16628
6/5/2022,7,8,Wind,2175
4/3/2020,16,17,Solar,4195
1/26/2022,19,20,Wind,1205
2/11/2020,9,10,Wind,11492
3/6/2023,3,4,Wind,1335
3/7/2025,8,9,Wind,10910
5/21/2024,20,21,Wind,3805
9/11/2025,10,11,Wind,15535
8/8/2024,3,4,Wind,1248
6/7/2022,9,10,Wind,5804
9/13/2024,21,22,Wind,4106
6/21/2023,1,2,Wind,1204
12/6/2021,12,13,Wind,5752
10/29/2023,23,0,Wind,9616
1/7/2020,1,2,Wind,5162
2/21/2021,1,2,Wind,9990
6/12/2025,2,3,Wind,8093
3/27/2024,11,12,Wind,13922
11/23/2020,5,6,Wind,187
3/9/2020,18,19,Wind,5411
12/23/2024,20,21,Wind,5722
11/20/2022,7,8,Wind,6432
10/28/2022,14,15,Wind,6745
9/27/2021,21,22,Wind,3203
10/12/2020,1,2,Wind,3463
12/20/2024,6,7,Wind,6284
11/9/2020,21,22,Wind,1620
4/19/2022,22,23,Wind,4598
3/7/2025,0,1,Wind,10985
10/20/2020,14,15,Wind,10150
8/14/2020,20,21,Wind,1159
6/12/2025,22,23,Wind,1540
5/15/2020,15,16,Wind,6423
3/30/2024,20,21,Wind,6427
6/8/2020,18,19,Wind,6448
2/9/2025,4,5,Wind,3307
9/7/2025,19,20,Wind,5009
4/15/2022,13,14,Solar,6887
8/9/2023,10,11,Solar,5649
11/2/2025,1,2,Wind,8342
6/1/2025,16,17,Solar,3569
8/24/2020,6,7,Wind,1663
10/26/2022,21,22,Wind,4299
6/17/2025,18,19,Solar,6078
7/16/2022,5,6,Wind,2992
7/3/2024,4,5,Wind,1614
10/28/2021,20,21,Wind,10224
1/3/2020,23,0,Wind,3798
9/11/2023,16,17,Solar,5136
3/28/2022,23,0,Wind,2960
7/27/2024,10,11,Solar,4290
10/30/2024,20,21,Wind,3453
2/6/2025,12,13,Wind,12527
1/28/2022,2,3,Wind,2126
9/14/2022,23,0,Wind,1847
3/15/2025,20,21,Wind,11789
6/28/2020,13,14,Wind,6932
2/22/2025,20,21,Wind,2982
1/7/2025,14,15,Wind,16109
10/11/2023,11,12,Solar,6651
1/5/2021,15,16,Wind,2538
5/14/2025,2,3,Wind,1030
7/7/2025,7,8,Wind,6029
7/11/2022,0,1,Wind,5179
10/10/2020,19,20,Wind,3960
10/11/2020,11,12,Wind,4884
4/27/2022,16,17,Wind,8867
10/3/2024,0,1,Wind,4707
8/24/2025,18,19,Solar,5123
8/26/2023,15,16,Solar,7393
1/6/2024,5,6,Wind,5158
7/9/2025,7,8,Wind,2378
11/23/2023,6,7,Wind,3261
2/24/2024,19,20,Wind,10798
5/30/2023,14,15,Wind,14277
6/8/2022,9,10,Wind,5251
4/9/2025,15,16,Solar,7322
8/31/2025,19,20,Wind,4813
5/4/2021,0,1,Wind,12163
7/31/2022,6,7,Wind,1522
9/27/2024,6,7,Wind,14265
3/23/2020,12,13,Wind,7757
6/24/2023,18,19,Solar,4802
7/4/2024,16,17,Wind,8882
2/5/2024,16,17,Wind,7919
5/25/2023,4,5,Wind,7282
11/10/2023,8,9,Wind,14009
5/9/2023,14,15,Wind,7404
11/19/2025,18,19,Wind,13844
1/18/2020,21,22,Wind,4064
1/10/2022,18,19,Wind,2145
9/30/2021,12,13,Solar,7287
11/23/2025,8,9,Wind,11516
2/24/2022,19,20,Wind,9184
7/31/2022,22,23,Wind,3110
10/29/2021,12,13,Wind,12985
12/15/2021,18,19,Wind,1612
11/27/2025,3,4,Wind,6493
1/1/2020,23,0,Wind,1194
3/14/2021,9,10,Wind,11676
5/28/2020,5,6,Wind,4110
4/25/2023,16,17,Solar,5320
1/31/2022,3,4,Wind,10995
11/16/2022,5,6,Wind,8592
5/7/2023,6,7,Wind,1306
5/13/2025,8,9,Solar,2982
5/23/2022,20,21,Wind,6058
3/4/2020,2,3,Wind,3800
8/3/2023,16,17,Wind,11551
12/20/2024,19,20,Wind,12452
4/23/2024,12,13,Solar,9857
5/1/2025,7,8,Wind,4576
1/11/2025,10,11,Wind,3589
6/1/2021,3,4,Wind,5342
3/11/2023,3,4,Wind,3307
2/29/2020,7,8,Wind,13124
12/25/2023,22,23,Wind,12980
4/9/2022,16,17,Solar,8336
10/30/2020,15,16,Wind,5166
2/11/2023,5,6,Wind,1723
10/24/2025,11,12,Wind,15823
8/7/2022,22,23,Wind,7169
10/7/2024,10,11,Wind,4230
7/17/2023,8,9,Solar,2616
5/12/2023,23,0,Wind,4755
9/7/2023,4,5,Wind,2274
7/23/2023,0,1,Wind,7777
1/11/2022,1,2,Wind,2778
7/30/2022,9,10,Solar,3496
3/15/2023,6,7,Wind,2505
1/29/2022,2,3,Wind,4667
6/15/2022,20,21,Wind,2041
3/1/2024,21,22,Wind,13312
2/17/2025,2,3,Wind,4086
1/21/2021,4,5,Wind,12056
6/24/2024,22,23,Wind,3959
2/1/2020,10,11,Wind,10204
11/5/2025,19,20,Wind,13379
7/6/2022,6,7,Wind,2999
6/27/2022,3,4,Wind,1136
2/2/2020,7,8,Wind,11378
2/6/2020,9,10,Wind,4248
11/26/2024,15,16,Wind,4647
8/27/2025,6,7,Wind,2268
6/22/2020,19,20,Solar,1950
3/15/2023,5,6,Wind,3044
10/23/2023,8,9,Wind,8101
10/22/2024,23,0,Wind,1785
12/31/2022,17,18,Wind,16232
1/27/2024,20,21,Wind,6535
12/11/2024,3,4,Wind,5592
6/24/2024,1,2,Wind,2694
7/30/2021,8,9,Wind,4587
6/2/2022,19,20,Wind,2584
11/2/2022,8,9,Wind,5320
3/2/2021,7,8,Wind,3852
7/5/2022,4,5,Wind,2704
11/21/2025,8,9,Wind,5535
8/23/2022,8,9,Solar,1896
1/7/2021,19,20,Wind,1384
8/18/2021,14,15,Solar,5446
3/12/2022,17,18,Wind,9106
1/20/2025,21,22,Wind,1052
8/31/2025,17,18,Wind,7791
2/24/2020,7,8,Wind,6746
6/22/2020,1,2,Wind,2918
9/22/2024,19,20,Wind,2965
2/4/2022,17,18,Wind,9600
10/21/2023,22,23,Wind,13583
11/2/2023,18,19,Wind,15256
7/3/2024,5,6,Wind,1727
7/6/2020,9,10,Wind,6670
6/28/2022,15,16,Solar,7443
3/24/2024,1,2,Wind,9899
8/30/2024,16,17,Solar,8969
6/17/2021,19,20,Wind,1987
10/20/2020,17,18,Wind,9447
5/6/2022,22,23,Wind,3952
1/27/2023,1,2,Wind,7108
3/2/2024,22,23,Wind,3651
3/1/2023,11,12,Wind,12413
2/12/2025,18,19,Wind,474
10/10/2023,14,15,Solar,7219
12/10/2024,20,21,Wind,7830
4/13/2025,6,7,Wind,7599
7/13/2021,7,8,Wind,3123
12/14/2020,16,17,Wind,5569
11/30/2022,12,13,Solar,3697
10/19/2022,12,13,Wind,9398
6/27/2025,20,21,Wind,2491
12/28/2024,7,8,Wind,617
8/2/2020,3,4,Wind,2505
10/15/2020,21,22,Wind,4627
11/5/2021,21,22,Wind,2390
8/31/2025,23,0,Wind,4606
4/14/2023,3,4,Wind,4528
2/16/2022,10,11,Wind,15223
6/11/2020,7,8,Wind,2072
11/3/2020,6,7,Wind,4100
6/7/2020,2,3,Wind,3210
11/23/2024,18,19,Wind,18447
8/14/2022,14,15,Solar,7107
2/14/2024,14,15,Wind,12160
11/17/2020,15,16,Wind,3166
3/3/2023,10,11,Wind,7050
10/21/2021,5,6,Wind,10722
7/3/2020,12,13,Wind,5997
8/22/2023,3,4,Wind,1665
10/10/2023,2,3,Wind,757
4/6/2025,21,22,Wind,10201
6/9/2020,17,18,Wind,4566
9/25/2021,22,23,Wind,1935
3/1/2025,5,6,Wind,7111
11/5/2024,1,2,Wind,2138
11/19/2021,11,12,Solar,3368
10/6/2022,22,23,Wind,885
1/7/2020,14,15,Wind,4216
5/3/2023,4,5,Wind,6823
1/1/2021,3,4,Wind,984
11/25/2023,14,15,Wind,9967
6/11/2024,1,2,Wind,2314
11/8/2020,0,1,Wind,4278
3/19/2022,10,11,Wind,12386
9/17/2020,13,14,Wind,8056
1/12/2022,5,6,Wind,2226
5/20/2020,16,17,Solar,4857
11/27/2024,23,0,Wind,5542
12/14/2021,14,15,Solar,2491
2/13/2020,4,5,Wind,10213
9/20/2023,6,7,Wind,6569
1/22/2022,1,2,Wind,3157
10/25/2025,20,21,Wind,9369
8/20/2020,3,4,Wind,3914
6/13/2022,6,7,Wind,3373
1/11/2025,0,1,Wind,1979
12/11/2022,14,15,Solar,3684
7/6/2020,16,17,Wind,9211
11/2/2020,1,2,Wind,11459
12/18/2023,17,18,Wind,3133
10/9/2022,23,0,Wind,5491
7/26/2021,9,10,Solar,3294
9/30/2024,15,16,Wind,11916
9/18/2021,13,14,Solar,4228
11/16/2025,12,13,Solar,6487
12/26/2024,21,22,Wind,3351
6/18/2020,5,6,Wind,1663
7/23/2025,0,1,Wind,1417
4/20/2021,14,15,Solar,4025
2/26/2021,3,4,Wind,2068
9/24/2024,3,4,Wind,4935
2/5/2024,17,18,Wind,6930
10/16/2022,5,6,Wind,3196
2/1/2021,17,18,Wind,5450
8/10/2024,19,20,Solar,2156
2/12/2022,15,16,Wind,6418
3/24/2020,9,10,Wind,5409
2/14/2022,20,21,Wind,6345
10/9/2020,2,3,Wind,2519
7/20/2023,18,19,Solar,4502
6/8/2021,16,17,Solar,4356
2/18/2020,8,9,Wind,7749
6/21/2023,19,20,Wind,2299
6/28/2022,10,11,Solar,5829
3/30/2024,23,0,Wind,7943
11/6/2020,17,18,Wind,5589
10/19/2020,12,13,Wind,5943
10/10/2023,22,23,Wind,2409
12/27/2022,14,15,Wind,5976
10/6/2025,2,3,Wind,3974
9/21/2022,23,0,Wind,2817
9/8/2024,19,20,Wind,8874
11/12/2021,20,21,Wind,5645
2/27/2021,18,19,Wind,8328
11/5/2020,0,1,Wind,4710
9/23/2023,10,11,Solar,5525
2/14/2025,23,0,Wind,7837
9/9/2021,20,21,Wind,2391
7/3/2022,11,12,Solar,6129
8/6/2025,6,7,Wind,2237
8/12/2021,8,9,Solar,1437
1/11/2024,4,5,Wind,5923
5/15/2024,19,20,Wind,2752
10/11/2023,18,19,Wind,5626
6/20/2023,15,16,Solar,8474
2/4/2025,8,9,Wind,2409
12/12/2020,4,5,Wind,5039
8/1/2024,8,9,Wind,3438
4/7/2025,16,17,Solar,9124
5/12/2021,12,13,Solar,5885
11/1/2020,14,15,Wind,13461
10/5/2025,8,9,Wind,12724
12/2/2020,2,3,Wind,4849
2/27/2021,15,16,Wind,11231
8/10/2020,15,16,Solar,3348
8/16/2023,12,13,Solar,6398
7/20/2022,22,23,Wind,1581
11/13/2025,14,15,Wind,8834
8/18/2020,0,1,Wind,1191
1/18/2024,11,12,Wind,7787
10/27/2022,14,15,Wind,6649
2/2/2021,15,16,Wind,10565
4/21/2020,5,6,Wind,5715
11/19/2025,12,13,Wind,15763
5/11/2022,16,17,Wind,14193
5/4/2024,5,6,Wind,1588
6/10/2025,11,12,Solar,10884
6/21/2023,16,17,Solar,4119
1/28/2021,14,15,Wind,14593
7/28/2023,5,6,Wind,3799
6/18/2022,23,0,Wind,9051
1/14/2023,6,7,Wind,13863
9/30/2020,19,20,Wind,2917
9/11/2020,3,4,Wind,1391
11/7/2021,20,21,Wind,3371
8/15/2020,20,21,Wind,790
12/20/2020,17,18,Wind,4321
2/20/2020,13,14,Wind,13358
8/6/2023,6,7,Wind,12527
2/10/2021,4,5,Wind,7512
4/19/2020,1,2,Wind,1530
12/5/2022,12,13,Solar,3892
8/24/2023,10,11,Solar,8221
8/20/2020,20,21,Wind,2322
12/7/2021,15,16,Wind,12237
5/29/2021,2,3,Wind,3162
5/4/2025,14,15,Wind,6807
2/13/2021,9,10,Wind,8562
7/15/2023,6,7,Wind,5141
10/10/2020,15,16,Wind,7326
9/14/2021,16,17,Wind,4221
3/7/2020,12,13,Wind,5398
7/30/2023,15,16,Wind,9208
6/6/2025,21,22,Wind,4893
5/5/2023,11,12,Solar,7377
4/16/2023,17,18,Wind,8233
3/8/2021,11,12,Solar,4716
9/27/2021,0,1,Wind,3184
10/19/2023,16,17,Wind,8051
4/1/2025,23,0,Wind,16031
3/13/2025,20,21,Wind,1762
2/4/2022,11,12,Wind,11490
12/28/2024,16,17,Solar,869
3/11/2025,10,11,Solar,6885
8/5/2021,1,2,Wind,1736
1/28/2022,5,6,Wind,1422
6/27/2024,4,5,Wind,814
10/2/2024,23,0,Wind,4719
8/6/2020,12,13,Solar,4202
5/24/2025,7,8,Wind,5724
12/18/2022,12,13,Wind,10162
11/6/2020,6,7,Wind,6564
5/15/2022,2,3,Wind,4230
2/26/2022,6,7,Wind,3828
2/27/2021,13,14,Wind,11524
10/6/2024,14,15,Wind,6499
5/15/2024,4,5,Wind,2388
10/24/2023,8,9,Wind,4907
7/7/2021,22,23,Wind,1753
8/30/2020,14,15,Wind,6546
11/30/2023,1,2,Wind,1984
10/9/2025,6,7,Wind,1729
9/24/2023,21,22,Wind,6494
12/30/2022,4,5,Wind,9086
7/25/2023,11,12,Wind,9326
11/17/2024,5,6,Wind,4456
4/2/2023,2,3,Wind,8915
12/3/2022,16,17,Wind,4996
11/22/2025,11,12,Wind,11512
10/3/2020,1,2,Wind,3215
11/2/2021,2,3,Wind,5421
6/10/2025,7,8,Wind,3988
3/11/2025,12,13,Solar,7520
4/19/2025,4,5,Wind,8794
3/11/2024,2,3,Wind,3823
11/22/2022,4,5,Wind,12405
7/25/2022,22,23,Wind,6123
10/15/2025,20,21,Wind,5750
2/25/2022,13,14,Wind,10003
3/13/2021,18,19,Wind,13083
9/11/2024,17,18,Wind,9901
6/17/2022,5,6,Wind,3066
3/22/2022,14,15,Solar,8665
9/16/2024,8,9,Wind,3668
10/1/2023,17,18,Solar,3868
5/26/2025,16,17,Wind,10934
1/27/2022,4,5,Wind,2646
11/9/2025,7,8,Wind,2599
1/11/2024,15,16,Wind,8739
4/24/2020,10,11,Solar,2455
8/15/2025,22,23,Wind,7434
1/14/2021,6,7,Wind,6948
10/11/2021,1,2,Wind,3533
8/21/2025,19,20,Wind,8723
4/19/2022,10,11,Solar,3820
10/15/2024,3,4,Wind,2726
1/15/2022,5,6,Wind,1290
9/27/2021,13,14,Wind,11447
10/23/2025,14,15,Wind,15774
3/13/2020,3,4,Wind,8019
5/24/2020,20,21,Wind,1985
3/18/2024,16,17,Solar,5566
4/12/2023,0,1,Wind,11604
11/3/2021,11,12,Wind,4505
4/10/2025,6,7,Wind,7425
4/13/2021,4,5,Wind,2453
4/24/2022,17,18,Wind,5836
7/6/2023,6,7,Wind,910
1/17/2023,9,10,Wind,3811
9/1/2023,14,15,Solar,9373
2/26/2023,20,21,Wind,14441
6/15/2020,2,3,Wind,2366
4/26/2022,21,22,Wind,4572
10/6/2022,12,13,Solar,4691
5/1/2025,15,16,Solar,5097
5/28/2021,7,8,Wind,2891
5/22/2022,19,20,Wind,2313
11/5/2020,8,9,Wind,5558
2/19/2024,8,9,Wind,4102
9/27/2023,22,23,Wind,5864
8/10/2020,12,13,Solar,4090
3/8/2025,1,2,Wind,10523
6/18/2023,9,10,Solar,3968
12/11/2024,18,19,Wind,5794
6/1/2020,15,16,Solar,4627
3/31/2022,2,3,Wind,2903
7/1/2023,7,8,Wind,8202
2/28/2023,1,2,Wind,9215
1/5/2024,14,15,Wind,7467
6/22/2020,11,12,Solar,4262
8/1/2025,7,8,Wind,2309
12/3/2020,19,20,Wind,12427
3/4/2024,3,4,Wind,3528
4/13/2025,22,23,Wind,1801
5/31/2024,18,19,Wind,9697
7/29/2021,14,15,Solar,7842
8/17/2025,21,22,Wind,6260
1/17/2024,10,11,Wind,8518
3/6/2025,2,3,Wind,7168
5/6/2020,8,9,Wind,2754
10/10/2021,18,19,Wind,2605
3/17/2022,22,23,Wind,6415
5/21/2022,8,9,Solar,2716
11/1/2024,19,20,Wind,965
5/25/2022,15,16,Wind,11074
7/3/2023,19,20,Wind,8560
1/23/2021,22,23,Wind,4963
6/25/2020,15,16,Solar,4251
9/22/2021,19,20,Wind,1483
3/1/2023,19,20,Wind,7725
9/8/2021,23,0,Wind,2940
7/13/2024,14,15,Solar,4186
11/26/2020,15,16,Wind,2109
6/26/2023,6,7,Wind,3870
5/23/2025,1,2,Wind,3516
4/8/2023,8,9,Wind,4477
6/4/2024,16,17,Solar,8648
3/31/2022,22,23,Wind,9734
9/3/2024,0,1,Wind,600
9/20/2024,5,6,Wind,5665
11/16/2020,23,0,Wind,4979
2/23/2023,10,11,Wind,3227
8/2/2020,22,23,Wind,3315
8/1/2020,22,23,Wind,3317
5/21/2024,18,19,Wind,5759
7/26/2024,9,10,Solar,3852
12/15/2022,3,4,Wind,3505
6/15/2024,10,11,Wind,9848
1/5/2024,1,2,Wind,11932
12/12/2024,1,2,Wind,3768
11/13/2022,19,20,Wind,1926
8/18/2025,23,0,Wind,4278
1/7/2024,17,18,Wind,9641
3/17/2021,2,3,Wind,10683
12/11/2024,8,9,Wind,5770
7/24/2025,9,10,Solar,5279
12/21/2022,1,2,Wind,5795
7/8/2024,10,11,Solar,6740
1/5/2022,17,18,Wind,3653
10/24/2025,15,16,Wind,18939
11/28/2024,7,8,Wind,2298
3/1/2021,6,7,Wind,4387
6/4/2021,16,17,Wind,3917
2/22/2024,5,6,Wind,12000
1/17/2024,16,17,Wind,10630
8/11/2022,4,5,Wind,4542
11/3/2023,5,6,Wind,9424
3/8/2020,23,0,Wind,6989
2/24/2021,10,11,Wind,7123
4/30/2020,10,11,Wind,7950
3/13/2025,13,14,Solar,5997
10/23/2020,5,6,Wind,2146
6/17/2021,14,15,Solar,4692
7/19/2023,10,11,Solar,7532
5/23/2021,10,11,Wind,8138
4/15/2024,13,14,Wind,12633
8/22/2023,14,15,Solar,7188
1/6/2025,11,12,Wind,19056
9/23/2025,13,14,Wind,13220
12/19/2023,1,2,Wind,5244
11/25/2025,15,16,Wind,12616
6/20/2020,15,16,Solar,4342
11/15/2021,17,18,Wind,2689
10/23/2022,7,8,Wind,8752
4/26/2022,10,11,Solar,6151
4/18/2020,22,23,Wind,1263
5/7/2024,1,2,Wind,2637
2/5/2020,21,22,Wind,2909
3/30/2021,3,4,Wind,3274
4/17/2022,15,16,Solar,8579
10/28/2023,23,0,Wind,16652
7/9/2020,10,11,Solar,4311
1/11/2024,3,4,Wind,5871
3/27/2020,3,4,Wind,4120
4/17/2022,12,13,Solar,8453
8/1/2022,5,6,Wind,949
3/13/2021,17,18,Wind,14214
10/7/2022,22,23,Wind,2520
2/15/2023,1,2,Wind,4839
6/14/2021,13,14,Solar,5482
8/9/2021,21,22,Wind,966
6/17/2022,20,21,Wind,1176
3/5/2024,21,22,Wind,3174
4/12/2025,12,13,Wind,11246
5/15/2024,14,15,Solar,6647
2/10/2025,2,3,Wind,3451
4/11/2020,21,22,Wind,866
6/27/2022,11,12,Solar,6089
1/27/2022,16,17,Wind,5435
7/9/2020,2,3,Wind,1376
7/1/2023,1,2,Wind,7746
5/22/2024,0,1,Wind,4451
9/23/2020,4,5,Wind,2692
10/17/2021,9,10,Wind,3269
7/17/2022,3,4,Wind,5853
11/3/2022,13,14,Wind,11171
2/16/2024,19,20,Wind,5222
7/24/2020,2,3,Wind,1770
1/13/2024,20,21,Wind,689
5/24/2025,21,22,Wind,7099
12/27/2023,20,21,Wind,16523
10/14/2025,16,17,Wind,9410
8/23/2023,11,12,Solar,6256
7/9/2025,12,13,Solar,10285
12/30/2023,11,12,Wind,11127
3/8/2024,14,15,Wind,10651
10/11/2023,2,3,Wind,2497
8/18/2022,11,12,Solar,4861
4/15/2024,15,16,Wind,12867
8/16/2024,9,10,Solar,5032
3/2/2023,10,11,Solar,5025
3/19/2024,7,8,Wind,1588
1/29/2024,8,9,Wind,7089
3/16/2023,1,2,Wind,6062
11/18/2022,17,18,Wind,3529
7/14/2024,20,21,Solar,859
9/18/2024,22,23,Wind,8619
1/30/2021,19,20,Wind,6721
10/6/2023,11,12,Solar,6432
11/17/2020,23,0,Wind,2854
6/7/2023,21,22,Wind,5141
12/10/2023,13,14,Wind,17538
9/22/2022,14,15,Solar,6025
1/14/2021,9,10,Wind,7786
12/26/2024,23,0,Wind,2846
7/31/2025,9,10,Solar,6227
4/21/2024,14,15,Wind,11037
7/5/2025,5,6,Wind,2569
7/7/2025,1,2,Wind,5254
10/20/2023,9,10,Wind,5406
2/3/2024,2,3,Wind,4977
3/6/2022,4,5,Wind,3661
8/30/2024,11,12,Solar,7918
3/3/2022,22,23,Wind,1095
6/15/2023,2,3,Wind,2811
7/31/2023,21,22,Wind,11009
6/1/2021,23,0,Wind,4600
11/30/2022,19,20,Wind,4198
6/2/2020,5,6,Wind,1573
11/1/2022,22,23,Wind,11809
5/20/2023,12,13,Wind,11565
10/7/2023,21,22,Wind,3261
7/23/2020,7,8,Wind,1075
2/26/2024,7,8,Wind,8790
4/24/2022,19,20,Wind,4809
3/15/2025,11,12,Wind,17753
2/15/2024,2,3,Wind,8389
6/19/2023,1,2,Wind,3063
6/22/2020,13,14,Solar,4849
11/9/2025,23,0,Wind,5781
7/3/2020,19,20,Wind,5284
5/1/2021,9,10,Wind,2155
4/9/2021,23,0,Wind,5259
8/18/2020,20,21,Wind,998
7/14/2022,16,17,Solar,9226
10/11/2023,14,15,Solar,9061
2/3/2022,10,11,Wind,4074
2/7/2020,20,21,Wind,5746
4/3/2023,23,0,Wind,8787
5/4/2020,11,12,Solar,4510
3/24/2022,0,1,Wind,2808
4/11/2024,0,1,Wind,5817
3/20/2023,4,5,Wind,1983
12/2/2023,8,9,Wind,2309
2/18/2021,7,8,Wind,11133
12/29/2021,20,21,Wind,12856
1/20/2021,12,13,Wind,13723
1/25/2020,16,17,Wind,1376
5/17/2025,18,19,Solar,6964
7/24/2024,23,0,Wind,1469
8/3/2025,1,2,Wind,1815
10/4/2021,14,15,Wind,8782
11/16/2025,11,12,Wind,6348
5/13/2025,13,14,Solar,4103
7/9/2025,15,16,Solar,10142
12/14/2022,19,20,Wind,2397
11/29/2023,6,7,Wind,3365
6/29/2025,0,1,Wind,3897
6/12/2021,1,2,Wind,2256
3/1/2023,3,4,Wind,8050
6/8/2022,3,4,Wind,2868
1/9/2024,20,21,Wind,3515
7/2/2025,8,9,Solar,4029
6/16/2020,7,8,Wind,1432
4/24/2022,21,22,Wind,4426
4/9/2024,4,5,Wind,8443
9/22/2025,6,7,Wind,9099
4/18/2024,18,19,Solar,5599
5/3/2024,6,7,Wind,8273
10/9/2021,19,20,Wind,2457
8/4/2025,18,19,Wind,10030
6/28/2023,4,5,Wind,2000
10/21/2023,10,11,Wind,18904
10/28/2020,6,7,Wind,7707
10/1/2025,11,12,Solar,8257
10/5/2022,21,22,Wind,7414
11/2/2021,21,22,Wind,2408
11/22/2023,7,8,Wind,6850
11/5/2021,17,18,Wind,1716
8/29/2025,21,22,Wind,7140
12/10/2022,21,22,Wind,2069
9/16/2021,8,9,Wind,968
8/27/2021,15,16,Solar,7668
5/22/2025,12,13,Solar,11252
6/3/2025,5,6,Wind,1852
7/21/2021,20,21,Wind,1865
2/8/2023,5,6,Wind,3635
3/10/2024,17,18,Solar,1584
9/10/2023,0,1,Wind,3282
5/26/2021,9,10,Wind,8983
1/3/2021,1,2,Wind,1521
4/3/2025,11,12,Wind,10759
12/6/2020,8,9,Wind,2441
2/6/2025,22,23,Wind,11929
