date,Usage_kWh,Lagging_Current_Power_Factor,Leading_Current_Power_Factor,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,WeekStatus,Day_of_week,Load_Type
27/07/2018 10:30,60.66,94.10,100.00,21.82,0.00,Weekday,Friday,Maximum_Load
09/03/2018 12:45,7.38,100.00,26.76,0.00,26.57,Weekday,Friday,Medium_Load
26/11/2018 05:00,2.95,72.41,100.00,2.81,0.00,Weekday,Monday,Light_Load
17/01/2018 00:15,4.64,71.48,100.00,4.54,0.00,Weekday,Wednesday,Light_Load
11/05/2018 06:45,3.06,56.23,100.00,4.50,0.00,Weekday,Friday,Light_Load
05/08/2018 14:45,3.17,100.00,19.46,0.00,15.98,Weekend,Sunday,Light_Load
06/11/2018 09:15,70.96,87.13,100.00,39.96,0.00,Weekday,Tuesday,Medium_Load
01/02/2018 23:15,69.26,86.77,100.00,39.67,0.00,Weekday,Thursday,Light_Load
04/09/2018 12:00,99.04,87.06,100.00,55.98,0.07,Weekday,Tuesday,Maximum_Load
25/09/2018 16:15,2.66,100.00,22.37,0.00,11.59,Weekday,Tuesday,Light_Load
29/03/2018 01:00,3.64,58.86,100.00,5.00,0.00,Weekday,Thursday,Light_Load
05/04/2018 09:15,64.62,90.98,100.00,29.48,0.00,Weekday,Thursday,Medium_Load
24/03/2018 21:00,3.38,100.00,19.05,0.00,17.42,Weekend,Saturday,Medium_Load
29/01/2018 09:45,64.62,97.96,100.00,13.25,0.00,Weekday,Monday,Medium_Load
01/09/2018 11:45,25.70,94.46,100.00,8.93,0.18,Weekend,Saturday,Maximum_Load
31/01/2018 06:00,4.18,71.99,100.00,4.03,0.00,Weekday,Wednesday,Light_Load
12/12/2018 07:15,4.10,77.81,99.99,3.31,0.07,Weekday,Wednesday,Light_Load
28/06/2018 20:45,33.16,99.66,100.00,2.74,0.22,Weekday,Thursday,Medium_Load
24/04/2018 23:30,3.60,71.10,100.00,3.56,0.00,Weekday,Tuesday,Light_Load
22/07/2018 11:45,2.70,54.63,100.00,4.14,0.00,Weekend,Sunday,Light_Load
03/09/2018 02:30,3.31,46.28,100.00,6.34,0.00,Weekday,Monday,Light_Load
15/02/2018 02:45,3.28,57.39,100.00,4.68,0.00,Weekday,Thursday,Light_Load
09/09/2018 16:00,17.71,99.97,93.60,0.43,6.66,Weekend,Sunday,Maximum_Load
08/03/2018 16:15,54.83,94.80,100.00,18.40,0.00,Weekday,Thursday,Maximum_Load
10/07/2018 09:00,70.13,84.99,100.00,43.49,0.00,Weekday,Tuesday,Light_Load
14/05/2018 19:00,52.49,91.19,100.00,23.62,0.00,Weekday,Monday,Medium_Load
09/04/2018 03:00,3.10,61.64,100.00,3.96,0.00,Weekday,Monday,Light_Load
09/11/2018 02:15,2.95,54.83,100.00,4.50,0.00,Weekday,Friday,Light_Load
30/05/2018 14:15,49.03,96.52,100.00,13.28,0.00,Weekday,Wednesday,Maximum_Load
08/02/2018 03:45,6.01,68.40,100.00,6.41,0.00,Weekday,Thursday,Light_Load
28/04/2018 11:00,67.07,99.07,100.00,9.22,0.04,Weekend,Saturday,Maximum_Load
12/10/2018 11:45,58.39,83.71,100.00,38.16,0.00,Weekday,Friday,Maximum_Load
11/06/2018 16:30,43.67,94.21,100.00,15.55,0.00,Weekday,Monday,Maximum_Load
06/02/2018 23:15,37.37,83.02,100.00,25.09,0.00,Weekday,Tuesday,Light_Load
14/04/2018 18:15,3.78,100.00,40.79,0.00,8.46,Weekend,Saturday,Medium_Load
26/09/2018 19:45,2.74,100.00,22.88,0.00,11.66,Weekday,Wednesday,Light_Load
01/10/2018 14:30,52.09,88.96,100.00,26.75,0.00,Weekday,Monday,Maximum_Load
06/09/2018 21:15,7.92,99.87,49.61,0.40,13.86,Weekday,Thursday,Medium_Load
30/08/2018 13:15,27.76,94.00,98.23,10.08,5.29,Weekday,Thursday,Maximum_Load
04/01/2018 14:45,121.07,93.90,100.00,44.35,0.00,Weekday,Thursday,Medium_Load
18/12/2018 22:15,4.25,77.55,99.56,3.46,0.40,Weekday,Tuesday,Maximum_Load
31/12/2018 00:15,3.64,84.12,100.00,2.34,0.00,Weekday,Monday,Light_Load
19/02/2018 18:00,41.83,99.86,99.91,2.20,1.73,Weekday,Monday,Maximum_Load
14/03/2018 13:30,56.88,95.23,100.00,18.22,0.04,Weekday,Wednesday,Maximum_Load
15/08/2018 08:15,33.73,73.01,100.00,31.57,0.00,Weekday,Wednesday,Light_Load
16/07/2018 03:15,2.92,100.00,53.84,0.00,4.57,Weekday,Monday,Light_Load
05/09/2018 08:45,98.06,85.96,100.00,58.28,0.00,Weekday,Wednesday,Light_Load
19/03/2018 20:15,49.18,95.43,100.00,15.41,0.00,Weekday,Monday,Medium_Load
09/11/2018 04:00,3.53,51.99,100.00,5.80,0.00,Weekday,Friday,Light_Load
22/12/2018 13:15,4.28,100.00,20.42,0.00,20.52,Weekend,Saturday,Light_Load
01/07/2018 00:00,2.88,59.21,100.00,3.92,0.00,Weekend,Sunday,Light_Load
05/06/2018 00:30,3.53,57.06,100.00,5.08,0.00,Weekday,Tuesday,Light_Load
14/01/2018 08:45,6.98,69.06,99.94,7.31,0.25,Weekend,Sunday,Light_Load
19/05/2018 03:15,3.17,52.72,100.00,5.11,0.00,Weekend,Saturday,Light_Load
24/05/2018 11:45,87.16,90.17,100.00,41.80,0.00,Weekday,Thursday,Maximum_Load
06/10/2018 05:45,3.10,44.55,100.00,6.23,0.00,Weekend,Saturday,Light_Load
03/08/2018 04:15,2.84,42.32,100.00,6.08,0.00,Weekday,Friday,Light_Load
02/09/2018 18:15,3.42,100.00,41.86,0.00,7.42,Weekend,Sunday,Medium_Load
17/02/2018 02:00,3.17,63.86,100.00,3.82,0.00,Weekend,Saturday,Light_Load
26/05/2018 22:00,3.60,100.00,14.42,0.00,24.70,Weekend,Saturday,Medium_Load
14/05/2018 01:15,3.35,59.12,100.00,4.57,0.00,Weekday,Monday,Light_Load
20/06/2018 17:00,51.52,89.93,100.00,25.06,0.00,Weekday,Wednesday,Maximum_Load
31/07/2018 22:45,2.88,44.72,100.00,5.76,0.00,Weekday,Tuesday,Medium_Load
18/05/2018 05:45,3.38,52.08,100.00,5.54,0.00,Weekday,Friday,Light_Load
04/09/2018 01:00,2.70,46.72,100.00,5.11,0.00,Weekday,Tuesday,Light_Load
30/10/2018 17:15,61.52,92.25,100.00,25.74,0.00,Weekday,Tuesday,Medium_Load
02/03/2018 12:30,4.75,100.00,17.83,0.00,26.21,Weekday,Friday,Medium_Load
08/06/2018 13:15,50.26,91.83,99.93,21.67,1.94,Weekday,Friday,Maximum_Load
07/01/2018 12:30,4.10,100.00,17.96,0.00,22.46,Weekend,Sunday,Light_Load
03/11/2018 17:45,3.89,100.00,20.85,0.00,18.25,Weekend,Saturday,Maximum_Load
21/06/2018 05:30,2.88,47.06,100.00,5.40,0.00,Weekday,Thursday,Light_Load
31/05/2018 00:45,3.28,54.02,100.00,5.11,0.00,Weekday,Thursday,Light_Load
11/02/2018 11:00,4.10,100.00,23.74,0.00,16.78,Weekend,Sunday,Light_Load
20/06/2018 19:30,45.43,91.46,100.00,20.09,0.00,Weekday,Wednesday,Medium_Load
02/06/2018 15:45,6.62,100.00,29.67,0.00,21.31,Weekend,Saturday,Light_Load
30/01/2018 18:30,65.45,85.74,100.00,39.28,0.00,Weekday,Tuesday,Maximum_Load
16/05/2018 23:30,3.60,66.90,100.00,4.00,0.00,Weekday,Wednesday,Light_Load
29/07/2018 13:00,3.56,100.00,21.84,0.00,15.91,Weekend,Sunday,Medium_Load
07/08/2018 22:15,3.82,96.49,59.87,1.04,5.11,Weekday,Tuesday,Medium_Load
27/01/2018 08:00,7.20,84.43,100.00,4.57,0.00,Weekend,Saturday,Light_Load
20/11/2018 02:45,3.02,70.71,100.00,3.02,0.00,Weekday,Tuesday,Light_Load
24/01/2018 03:45,42.59,80.50,100.00,31.39,0.00,Weekday,Wednesday,Light_Load
24/03/2018 19:00,4.10,100.00,15.52,0.00,26.10,Weekend,Saturday,Medium_Load
02/12/2018 05:15,4.39,73.67,100.00,4.03,0.00,Weekend,Sunday,Light_Load
22/10/2018 14:00,85.97,84.30,100.00,54.86,0.00,Weekday,Monday,Maximum_Load
31/05/2018 11:30,46.01,78.55,100.00,36.25,0.00,Weekday,Thursday,Maximum_Load
12/02/2018 13:15,63.18,93.49,99.87,23.98,3.20,Weekday,Monday,Medium_Load
20/11/2018 15:30,46.51,93.93,100.00,16.99,0.00,Weekday,Tuesday,Medium_Load
12/10/2018 16:15,47.99,86.93,100.00,27.29,0.00,Weekday,Friday,Maximum_Load
17/11/2018 18:45,4.14,100.00,23.82,0.00,16.88,Weekend,Saturday,Maximum_Load
03/08/2018 23:00,2.74,45.52,100.00,5.36,0.00,Weekday,Friday,Light_Load
22/04/2018 05:15,3.10,57.95,100.00,4.36,0.00,Weekend,Sunday,Light_Load
30/10/2018 05:30,2.84,60.07,100.00,3.78,0.00,Weekday,Tuesday,Light_Load
13/08/2018 05:00,3.74,48.74,100.00,6.70,0.00,Weekday,Monday,Light_Load
16/02/2018 15:00,3.46,100.00,19.99,0.00,16.96,Weekday,Friday,Light_Load
09/02/2018 15:00,130.18,92.23,100.00,54.54,0.00,Weekday,Friday,Medium_Load
19/09/2018 09:30,55.01,87.61,100.00,30.28,0.00,Weekday,Wednesday,Medium_Load
19/07/2018 08:00,5.33,66.35,100.00,6.01,0.00,Weekday,Thursday,Light_Load
04/11/2018 19:00,3.17,100.00,25.78,0.00,11.88,Weekend,Sunday,Maximum_Load
05/07/2018 00:45,3.10,57.33,100.00,4.43,0.00,Weekday,Thursday,Light_Load
27/05/2018 06:15,3.28,56.50,100.00,4.79,0.00,Weekend,Sunday,Light_Load
09/10/2018 13:15,32.29,90.80,99.17,14.90,4.18,Weekday,Tuesday,Maximum_Load
14/07/2018 11:30,35.68,75.95,100.00,30.56,0.00,Weekend,Saturday,Maximum_Load
06/12/2018 23:15,3.96,69.74,100.00,4.07,0.00,Weekday,Thursday,Light_Load
20/10/2018 15:15,104.51,90.66,100.00,48.64,0.00,Weekend,Saturday,Maximum_Load
19/09/2018 09:00,37.30,96.88,100.00,9.54,0.00,Weekday,Wednesday,Light_Load
26/04/2018 03:15,3.13,58.32,100.00,4.36,0.00,Weekday,Thursday,Light_Load
20/04/2018 05:15,3.02,62.82,100.00,3.74,0.00,Weekday,Friday,Light_Load
01/09/2018 04:45,3.02,47.60,100.00,5.58,0.00,Weekend,Saturday,Light_Load
15/05/2018 13:30,64.04,90.58,100.00,29.95,0.00,Weekday,Tuesday,Maximum_Load
27/01/2018 03:00,6.80,84.80,100.00,4.25,0.00,Weekend,Saturday,Light_Load
22/07/2018 06:30,2.74,50.85,100.00,4.64,0.00,Weekend,Sunday,Light_Load
03/06/2018 03:45,2.99,45.20,100.00,5.90,0.00,Weekend,Sunday,Light_Load
23/10/2018 16:45,44.57,88.60,100.00,23.33,0.00,Weekday,Tuesday,Maximum_Load
15/11/2018 06:30,4.54,67.96,100.00,4.90,0.00,Weekday,Thursday,Light_Load
30/06/2018 15:30,58.21,91.06,100.00,26.42,0.00,Weekend,Saturday,Maximum_Load
15/09/2018 21:00,2.95,100.00,25.26,0.00,11.30,Weekend,Saturday,Medium_Load
30/09/2018 22:45,2.81,47.12,100.00,5.26,0.00,Weekend,Sunday,Light_Load
13/03/2018 22:15,4.14,91.13,28.89,1.87,13.72,Weekday,Tuesday,Medium_Load
12/07/2018 06:30,2.92,50.43,100.00,5.00,0.00,Weekday,Thursday,Light_Load
05/07/2018 00:15,3.56,68.18,100.00,3.82,0.00,Weekday,Thursday,Light_Load
26/07/2018 11:15,51.01,86.02,100.00,30.24,0.00,Weekday,Thursday,Maximum_Load
30/08/2018 08:30,50.80,68.88,100.00,53.46,0.00,Weekday,Thursday,Light_Load
13/12/2018 23:15,5.26,89.71,99.99,2.59,0.07,Weekday,Thursday,Light_Load
05/03/2018 06:15,3.10,62.72,100.00,3.85,0.00,Weekday,Monday,Light_Load
10/09/2018 03:45,2.81,43.60,100.00,5.80,0.00,Weekday,Monday,Light_Load
03/07/2018 21:00,77.04,98.42,99.99,13.86,1.12,Weekday,Tuesday,Medium_Load
17/03/2018 17:00,50.65,99.52,99.48,5.00,5.18,Weekend,Saturday,Maximum_Load
02/08/2018 19:45,2.95,100.00,17.77,0.00,16.34,Weekday,Thursday,Light_Load
08/04/2018 00:15,3.28,60.12,100.00,4.36,0.00,Weekend,Sunday,Light_Load
11/11/2018 07:30,2.81,52.97,100.00,4.50,0.00,Weekend,Sunday,Light_Load
24/01/2018 14:30,79.27,91.84,100.00,34.16,0.00,Weekday,Wednesday,Medium_Load
16/01/2018 04:15,4.68,62.60,100.00,5.83,0.00,Weekday,Tuesday,Light_Load
15/01/2018 00:45,4.68,72.93,100.00,4.39,0.00,Weekday,Monday,Light_Load
22/07/2018 14:45,3.46,100.00,19.36,0.00,17.53,Weekend,Sunday,Light_Load
02/10/2018 22:15,3.46,42.78,99.98,7.31,0.07,Weekday,Tuesday,Medium_Load
17/12/2018 20:15,5.54,100.00,24.89,0.00,21.56,Weekday,Monday,Medium_Load
24/01/2018 15:30,79.52,92.74,100.00,32.08,0.00,Weekday,Wednesday,Medium_Load
07/09/2018 22:45,3.78,49.14,100.00,6.70,0.00,Weekday,Friday,Medium_Load
03/01/2018 20:45,32.72,99.81,97.80,2.02,6.98,Weekday,Wednesday,Medium_Load
13/01/2018 03:00,4.75,75.94,100.00,4.07,0.00,Weekend,Saturday,Light_Load
13/10/2018 05:00,2.81,54.88,100.00,4.28,0.00,Weekend,Saturday,Light_Load
22/09/2018 20:00,3.38,100.00,24.05,0.00,13.64,Weekend,Saturday,Light_Load
30/03/2018 05:45,3.20,61.81,100.00,4.07,0.00,Weekday,Friday,Light_Load
03/08/2018 03:45,2.88,44.29,100.00,5.83,0.00,Weekday,Friday,Light_Load
21/07/2018 01:30,3.02,100.00,55.13,0.00,4.57,Weekend,Saturday,Light_Load
24/06/2018 07:00,2.52,57.35,100.00,3.60,0.00,Weekend,Sunday,Light_Load
05/06/2018 16:15,110.77,90.50,100.00,52.06,0.00,Weekday,Tuesday,Maximum_Load
20/09/2018 19:45,45.04,87.77,100.00,24.59,0.00,Weekday,Thursday,Medium_Load
09/04/2018 01:30,3.10,61.64,100.00,3.96,0.00,Weekday,Monday,Light_Load
05/08/2018 21:45,3.17,100.00,19.20,0.00,16.20,Weekend,Sunday,Light_Load
07/10/2018 11:15,2.63,100.00,21.43,0.00,11.99,Weekend,Sunday,Light_Load
01/10/2018 19:00,39.13,91.51,100.00,17.24,0.00,Weekday,Monday,Medium_Load
26/07/2018 04:15,3.17,61.83,100.00,4.03,0.00,Weekday,Thursday,Light_Load
04/09/2018 05:45,2.59,47.03,100.00,4.86,0.00,Weekday,Tuesday,Light_Load
10/02/2018 15:00,5.76,100.00,20.70,0.00,27.22,Weekend,Saturday,Light_Load
30/06/2018 22:00,3.53,100.00,18.57,0.00,18.68,Weekend,Saturday,Medium_Load
12/06/2018 22:45,3.60,61.88,100.00,4.57,0.00,Weekday,Tuesday,Medium_Load
16/11/2018 16:45,56.34,86.69,100.00,32.40,0.00,Weekday,Friday,Medium_Load
31/12/2018 04:00,3.06,81.19,99.97,2.20,0.07,Weekday,Monday,Light_Load
21/10/2018 19:45,3.02,100.00,25.44,0.00,11.48,Weekend,Sunday,Light_Load
22/05/2018 15:00,52.20,99.61,99.92,4.64,2.09,Weekday,Tuesday,Maximum_Load
20/02/2018 01:30,10.62,80.56,100.00,7.81,0.00,Weekday,Tuesday,Light_Load
31/05/2018 03:15,2.92,47.84,100.00,5.36,0.00,Weekday,Thursday,Light_Load
18/11/2018 21:00,3.82,100.00,22.20,0.00,16.78,Weekend,Sunday,Medium_Load
28/12/2018 22:45,4.93,78.27,100.00,3.92,0.00,Weekday,Friday,Maximum_Load
18/09/2018 07:00,2.84,47.79,100.00,5.22,0.00,Weekday,Tuesday,Light_Load
07/03/2018 19:15,6.01,100.00,21.76,0.00,26.96,Weekday,Wednesday,Medium_Load
10/04/2018 14:30,59.22,93.98,100.00,21.53,0.00,Weekday,Tuesday,Maximum_Load
19/08/2018 13:30,3.89,100.00,28.89,0.00,12.89,Weekend,Sunday,Light_Load
05/04/2018 07:00,3.02,61.72,100.00,3.85,0.00,Weekday,Thursday,Light_Load
03/11/2018 20:00,3.74,100.00,19.85,0.00,18.47,Weekend,Saturday,Maximum_Load
28/03/2018 17:15,54.54,90.87,100.00,25.06,0.00,Weekday,Wednesday,Medium_Load
24/12/2018 18:45,5.33,100.00,24.03,0.00,21.53,Weekday,Monday,Maximum_Load
08/11/2018 14:30,54.61,89.41,100.00,27.36,0.00,Weekday,Thursday,Medium_Load
30/05/2018 00:00,3.53,58.77,100.00,4.86,0.00,Weekday,Wednesday,Light_Load
18/11/2018 04:15,3.24,50.69,100.00,5.51,0.00,Weekend,Sunday,Light_Load
28/07/2018 00:30,2.92,50.13,100.00,5.04,0.00,Weekend,Saturday,Light_Load
12/05/2018 08:30,6.01,62.03,100.00,7.60,0.00,Weekend,Saturday,Light_Load
25/10/2018 23:15,3.46,52.22,100.00,5.65,0.00,Weekday,Thursday,Light_Load
25/06/2018 07:15,2.81,56.53,100.00,4.10,0.00,Weekday,Monday,Light_Load
28/08/2018 13:30,53.32,88.43,100.00,28.15,0.00,Weekday,Tuesday,Maximum_Load
15/01/2018 13:15,75.74,92.33,99.62,31.50,6.66,Weekday,Monday,Medium_Load
22/05/2018 22:45,3.06,50.57,100.00,5.22,0.00,Weekday,Tuesday,Medium_Load
05/11/2018 11:45,73.80,85.81,100.00,44.17,0.00,Weekday,Monday,Maximum_Load
22/01/2018 16:30,64.94,94.79,100.00,21.82,0.00,Weekday,Monday,Medium_Load
15/03/2018 21:00,34.09,99.47,98.71,3.53,5.54,Weekday,Thursday,Medium_Load
09/02/2018 02:30,5.90,72.90,100.00,5.54,0.00,Weekday,Friday,Light_Load
18/10/2018 05:00,3.42,50.60,100.00,5.83,0.00,Weekday,Thursday,Light_Load
13/09/2018 18:15,41.22,83.92,100.00,26.71,0.00,Weekday,Thursday,Medium_Load
27/02/2018 00:00,5.94,73.56,100.00,5.47,0.00,Weekday,Tuesday,Light_Load
28/01/2018 08:45,12.06,81.99,99.98,8.42,0.22,Weekend,Sunday,Light_Load
12/08/2018 12:45,3.06,100.00,20.69,0.00,14.47,Weekend,Sunday,Light_Load
18/07/2018 10:15,44.75,85.50,100.00,27.14,0.00,Weekday,Wednesday,Maximum_Load
29/12/2018 01:15,3.82,76.26,99.99,3.24,0.04,Weekend,Saturday,Light_Load
12/07/2018 20:15,48.89,96.17,100.00,13.93,0.00,Weekday,Thursday,Medium_Load
19/11/2018 12:45,6.05,100.00,27.74,0.00,20.95,Weekday,Monday,Medium_Load
20/01/2018 07:00,91.66,90.22,100.00,43.81,0.00,Weekend,Saturday,Light_Load
12/02/2018 02:15,3.67,73.56,100.00,3.38,0.00,Weekday,Monday,Light_Load
10/05/2018 22:00,4.10,100.00,19.07,0.00,21.10,Weekday,Thursday,Medium_Load
14/06/2018 03:15,3.42,59.92,100.00,4.57,0.00,Weekday,Thursday,Light_Load
12/04/2018 19:00,37.58,99.88,99.99,1.84,0.43,Weekday,Thursday,Medium_Load
24/01/2018 23:00,36.94,81.79,100.00,25.99,0.00,Weekday,Wednesday,Maximum_Load
31/12/2018 20:45,3.42,100.00,24.75,0.00,13.39,Weekday,Monday,Light_Load
11/11/2018 10:00,3.20,100.00,22.16,0.00,14.08,Weekend,Sunday,Light_Load
19/02/2018 17:45,44.78,99.88,99.92,2.20,1.76,Weekday,Monday,Maximum_Load
14/08/2018 20:30,81.61,94.49,100.00,28.26,0.00,Weekday,Tuesday,Medium_Load
05/05/2018 15:00,3.20,100.00,18.25,0.00,17.24,Weekend,Saturday,Light_Load
14/03/2018 10:00,73.08,91.03,100.00,33.23,0.00,Weekday,Wednesday,Medium_Load
12/09/2018 08:45,87.91,81.06,100.00,63.50,0.00,Weekday,Wednesday,Light_Load
10/09/2018 11:15,51.08,91.92,100.00,21.89,0.00,Weekday,Monday,Maximum_Load
04/11/2018 10:15,60.05,97.31,100.00,14.22,0.00,Weekend,Sunday,Maximum_Load
01/11/2018 13:45,120.17,88.03,100.00,64.76,0.00,Weekday,Thursday,Medium_Load
18/01/2018 13:15,100.12,93.37,100.00,38.38,0.00,Weekday,Thursday,Medium_Load
24/11/2018 20:30,3.06,100.00,21.40,0.00,13.97,Weekend,Saturday,Light_Load
02/02/2018 09:15,56.66,97.73,100.00,12.28,0.00,Weekday,Friday,Medium_Load
28/09/2018 15:15,38.52,91.14,100.00,17.39,0.00,Weekday,Friday,Maximum_Load
25/09/2018 08:00,2.63,39.27,100.00,6.16,0.00,Weekday,Tuesday,Light_Load
13/05/2018 15:15,3.13,100.00,18.15,0.00,16.96,Weekend,Sunday,Light_Load
13/12/2018 22:45,5.36,86.07,100.00,3.17,0.00,Weekday,Thursday,Maximum_Load
01/09/2018 02:45,3.02,48.33,100.00,5.47,0.00,Weekend,Saturday,Light_Load
24/04/2018 21:30,5.26,100.00,19.45,0.00,26.53,Weekday,Tuesday,Medium_Load
18/09/2018 16:30,55.40,87.02,100.00,31.36,0.00,Weekday,Tuesday,Maximum_Load
13/01/2018 19:00,4.97,100.00,18.22,0.00,26.82,Weekend,Saturday,Maximum_Load
16/07/2018 12:45,5.36,100.00,46.70,0.00,10.15,Weekday,Monday,Medium_Load
12/07/2018 15:30,54.54,94.14,100.00,19.55,0.00,Weekday,Thursday,Maximum_Load
26/01/2018 23:15,65.66,87.34,100.00,36.61,0.00,Weekday,Friday,Light_Load
09/01/2018 01:15,4.68,73.48,100.00,4.32,0.00,Weekday,Tuesday,Light_Load
27/08/2018 00:45,3.02,50.37,100.00,5.18,0.00,Weekday,Monday,Light_Load
27/12/2018 20:30,40.93,99.64,99.99,3.46,0.54,Weekday,Thursday,Medium_Load
14/11/2018 21:45,4.97,100.00,25.26,0.00,19.04,Weekday,Wednesday,Medium_Load
05/10/2018 08:45,50.87,78.32,100.00,40.39,0.00,Weekday,Friday,Light_Load
21/09/2018 10:15,54.90,88.41,100.00,29.02,0.00,Weekday,Friday,Maximum_Load
28/05/2018 04:30,2.92,48.82,100.00,5.22,0.00,Weekday,Monday,Light_Load
12/04/2018 11:00,40.46,97.65,100.00,8.93,0.00,Weekday,Thursday,Maximum_Load
03/06/2018 11:00,2.95,100.00,17.11,0.00,16.99,Weekend,Sunday,Light_Load
05/10/2018 16:45,46.04,91.73,100.00,19.98,0.00,Weekday,Friday,Maximum_Load
20/11/2018 16:45,45.47,98.07,100.00,9.07,0.00,Weekday,Tuesday,Medium_Load
06/11/2018 10:15,63.32,89.19,100.00,32.11,0.00,Weekday,Tuesday,Maximum_Load
08/12/2018 15:15,43.67,97.94,100.00,9.00,0.00,Weekend,Saturday,Medium_Load
25/11/2018 21:30,2.95,100.00,19.88,0.00,14.54,Weekend,Sunday,Light_Load
19/04/2018 00:45,3.02,63.54,100.00,3.67,0.00,Weekday,Thursday,Light_Load
07/07/2018 15:45,98.71,95.39,100.00,31.07,0.00,Weekend,Saturday,Maximum_Load
19/01/2018 11:00,118.69,93.29,100.00,45.83,0.00,Weekday,Friday,Maximum_Load
31/10/2018 06:45,2.84,60.07,100.00,3.78,0.00,Weekday,Wednesday,Light_Load
13/01/2018 07:00,4.72,74.31,100.00,4.25,0.00,Weekend,Saturday,Light_Load
09/11/2018 16:45,59.72,85.87,100.00,35.64,0.00,Weekday,Friday,Medium_Load
17/02/2018 11:15,4.07,100.00,46.03,0.00,7.85,Weekend,Saturday,Light_Load
23/07/2018 06:45,2.77,51.26,100.00,4.64,0.00,Weekday,Monday,Light_Load
26/07/2018 07:15,3.24,63.32,100.00,3.96,0.00,Weekday,Thursday,Light_Load
26/06/2018 10:30,42.12,96.16,100.00,12.02,0.00,Weekday,Tuesday,Maximum_Load
17/06/2018 20:30,2.95,100.00,16.83,0.00,17.28,Weekend,Sunday,Light_Load
03/10/2018 01:15,3.42,41.54,100.00,7.49,0.00,Weekday,Wednesday,Light_Load
20/02/2018 06:30,4.72,64.58,100.00,5.58,0.00,Weekday,Tuesday,Light_Load
20/12/2018 06:00,3.92,83.43,99.98,2.59,0.07,Weekday,Thursday,Light_Load
10/02/2018 03:15,6.48,76.82,100.00,5.40,0.00,Weekend,Saturday,Light_Load
02/05/2018 06:45,2.95,53.65,100.00,4.64,0.00,Weekday,Wednesday,Light_Load
24/04/2018 08:45,55.15,73.22,100.00,51.30,0.00,Weekday,Tuesday,Light_Load
07/05/2018 15:30,119.34,92.12,100.00,50.40,0.00,Weekday,Monday,Maximum_Load
08/05/2018 09:15,110.56,88.47,100.00,58.25,0.00,Weekday,Tuesday,Medium_Load
11/05/2018 18:45,34.27,97.78,100.00,7.34,0.29,Weekday,Friday,Medium_Load
14/10/2018 00:00,2.77,48.68,100.00,4.97,0.00,Weekend,Sunday,Light_Load
08/04/2018 10:30,67.72,98.55,99.97,11.66,1.55,Weekend,Sunday,Maximum_Load
30/07/2018 12:45,6.01,100.00,23.48,0.00,24.88,Weekday,Monday,Medium_Load
27/01/2018 11:15,31.90,97.85,99.97,6.73,0.83,Weekend,Saturday,Maximum_Load
20/03/2018 07:15,3.06,65.18,100.00,3.56,0.00,Weekday,Tuesday,Light_Load
31/01/2018 22:30,80.50,87.31,100.00,44.96,0.00,Weekday,Wednesday,Maximum_Load
01/08/2018 19:45,2.74,100.00,15.72,0.00,17.21,Weekday,Wednesday,Light_Load
01/03/2018 10:30,77.40,96.41,100.00,21.31,0.00,Weekday,Thursday,Maximum_Load
07/03/2018 22:15,5.08,95.65,31.38,1.55,15.37,Weekday,Wednesday,Medium_Load
10/03/2018 13:15,10.62,100.00,44.12,0.00,21.60,Weekend,Saturday,Maximum_Load
06/06/2018 20:15,3.78,100.00,18.15,0.00,20.48,Weekday,Wednesday,Medium_Load
06/04/2018 03:15,3.28,51.63,100.00,5.44,0.00,Weekday,Friday,Light_Load
25/12/2018 07:30,3.85,75.15,99.99,3.38,0.04,Weekday,Tuesday,Light_Load
01/11/2018 00:15,3.89,57.67,100.00,5.51,0.00,Weekday,Thursday,Light_Load
30/11/2018 04:15,3.42,68.17,100.00,3.67,0.00,Weekday,Friday,Light_Load
14/06/2018 19:15,62.89,86.06,100.00,37.22,0.00,Weekday,Thursday,Medium_Load
22/03/2018 22:15,6.91,94.72,44.44,2.34,13.93,Weekday,Thursday,Medium_Load
10/12/2018 15:30,66.71,89.63,100.00,33.01,0.00,Weekday,Monday,Medium_Load
14/05/2018 04:00,2.99,54.17,100.00,4.64,0.00,Weekday,Monday,Light_Load
16/07/2018 14:45,57.60,89.64,100.00,28.48,0.00,Weekday,Monday,Maximum_Load
06/10/2018 21:45,3.56,100.00,19.63,0.00,17.78,Weekend,Saturday,Medium_Load
05/03/2018 16:15,74.27,91.56,100.00,32.62,0.00,Weekday,Monday,Maximum_Load
10/09/2018 19:45,3.53,100.00,19.43,0.00,17.82,Weekday,Monday,Medium_Load
25/02/2018 20:15,4.21,100.00,21.82,0.00,18.83,Weekend,Sunday,Light_Load
21/07/2018 04:15,3.24,51.73,100.00,5.36,0.00,Weekend,Saturday,Light_Load
09/03/2018 16:15,54.40,96.43,100.00,14.94,0.00,Weekday,Friday,Maximum_Load
11/08/2018 00:45,2.74,45.99,100.00,5.29,0.00,Weekend,Saturday,Light_Load
14/03/2018 03:45,3.28,55.39,100.00,4.93,0.00,Weekday,Wednesday,Light_Load
11/12/2018 07:30,4.07,73.27,100.00,3.78,0.00,Weekday,Tuesday,Light_Load
10/07/2018 03:30,2.95,51.58,100.00,4.90,0.00,Weekday,Tuesday,Light_Load
